kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,plantAnemochory,plantAnemophily,plantAutochory,plantCantarophily,plantChiropterophily,plantChiropterochory,plantEntomophily,plantHidrochory,plantIctiochory,plantLeafArea,plantLeafNitrogen,plantLeafPhosphorus,plantLifeForm,plantMammalochory,plantMelithophily,plantOrnitochory,plantOrnitophily,plantPhalaenophily,plantHeight,plantPsychophily,plantSaurochory,plantDBH,plantWoodDensity,plantZoochory,plantZoophily,categoryThreatMMA,categoryThreatIUCN,speciesRefSyndromePollination,speciesRefSyndromeDispersal,plantDisperSyndromeRef,plantPollinSyndromeRef
Plantae,Magnoliophyta,Embryopsida,Malvales,Malvaceae,,,Theobroma,,,speciosum,Willd. ex Spreng. ,,Theobroma speciosum Willd. ex Spreng. ,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,13,5,2022,25975,CN06,quadrat methods,,,,0,0,0,1,0,0,1,0,0,25,22.51,0.703,tree,1,1,0,0,0,6,0,0,11,0.3,1,0,NE,NE,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.",
Plantae,Magnoliophyta,Embryopsida,Malvales,Malvaceae,,,Theobroma,,,speciosum,Willd. ex Spreng. ,,Theobroma speciosum Willd. ex Spreng. ,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,13,5,2022,25983,CN06,quadrat methods,,,,0,0,0,1,0,0,1,0,0,25,22.51,0.703,tree,1,1,0,0,0,15,0,0,40.5,0.3,1,0,NE,NE,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.",
Plantae,Magnoliophyta,Embryopsida,Metteniusales,Metteniusaceae,,,Dendrobangia,,,boliviana,Rusby,,Dendrobangia boliviana Rusby,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,22,3,2022,24105,CN05,quadrat methods,,,,0,0,0,0,0,0,1,0,0,11.99780065,23.500223,0.8175,tree,0,0,1,0,0,7,0,0,21.4,0.64575,0,0,NE,LC,,,,
Plantae,Magnoliophyta,Embryopsida,Metteniusales,Metteniusaceae,,,Emmotum,,,nitens,(Benth.) Miers,,Emmotum nitens (Benth.) Miers,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,understory,31,3,2022,25063,CN03,quadrat methods,,,,0,0,0,0,0,0,1,0,0,,,,tree,0,0,0,0,0,12,0,0,17,0.93,1,0,NE,LC,Emmotum nitens,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Terminalia,,,grandis,(Ducke) Gere & Boatwr.,,Terminalia grandis (Ducke) Gere & Boatwr.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,22,3,2022,24067,CN05,quadrat methods,,,,1,0,0,0,0,0,1,0,0,,,,tree,0,1,0,0,0,14,0,0,65.4,,0,0,NE,NE,Terminalia glabrescens,,"Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216.","Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,pyramidatum,Ham.,,Combretum pyramidatum Ham.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,canopy,24,3,2022,24428,CN05,quadrat methods,,,,1,0,0,0,0,0,1,0,0,,,,vine,0,1,0,0,0,,0,0,15,,0,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24500,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,19,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24504,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,18.5,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24505,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,28,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24509,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,11,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24514,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,19.17,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24517,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,9.75,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,rotundifolium,Rich.,,Combretum rotundifolium Rich.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24525,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,,,,vine,0,1,0,0,0,,0,0,13,,0,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24526,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,17.5,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,rotundifolium,Rich.,,Combretum rotundifolium Rich.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24527,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,,,,vine,0,1,0,0,0,,0,0,17,,0,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24531,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,23,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24539,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,13.5,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24547,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,13.5,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Terminalia,,,congesta,(Ducke) Gere & Boatwr.,,Terminalia congesta (Ducke) Gere & Boatwr.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,26,3,2022,24555,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,,,,tree,0,1,0,0,0,20,0,0,144,,0,0,NE,NE,Terminalia glabrescens,,"Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216.","Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24557,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,11.66666667,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24558,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,13.9,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24560,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,13,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24562,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,11,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Myrtales,Combretaceae,,,Combretum,,,laxum,Jacq.,,Combretum laxum Jacq.,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24566,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,9.5728278,21.15287405,,vine,0,1,1,0,0,,0,0,12,0.681099615,1,0,NE,LC,Combretum leprosum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / ""Burnham, R. J., Carpanedo, R. S., & Rodrigues, D. J. Riqueza de espécies e dispersão de lianas na Estação Ecológica do Rio Ronuro Species richness and dispersal of Lianas of the Rio Ronuro Ecological Station. Rio Ronuro, 133.""","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
